miR	contrast	estimate	std.error	statistic	adj.p.value	Cluster
hsa-let-7d-5p 	Cluster4 - 2	0.259018248	0.164704794	1.572621185	0.580453836	C4
hsa-let-7d-5p 	Cluster4 - 3	0.101545611	0.17144813	0.592281824	0.69222773	C4
hsa-let-7d-5p 	Cluster5 - 4	-0.30295234	0.17345415	-1.746584561	0.580453836	C4
hsa-miR-29a-3p 	Cluster4 - 1	-0.072435905	0.164285473	-0.440914851	0.785491565	C4
hsa-miR-29a-3p 	Cluster4 - 2	0.551746301	0.155999849	3.53683868	0.001097072	C4
hsa-miR-29a-3p 	Cluster4 - 3	-0.211148736	0.162386788	-1.300282727	0.371776025	C4
hsa-miR-29a-3p 	Cluster5 - 4	0.009539074	0.164286786	0.058063547	0.953708433	C4
hsa-miR-501-3p 	Cluster4 - 1	-0.231441877	0.144337164	-1.603480836	0.181853759	C4
hsa-miR-501-3p 	Cluster4 - 2	-0.265474318	0.137057619	-1.936954104	0.106007535	C4
hsa-miR-501-3p 	Cluster4 - 3	0.073560849	0.142669026	0.515604902	0.757790981	C4
hsa-miR-501-3p 	Cluster5 - 4	0.307840071	0.144338318	2.132767491	0.090068542	C4
hsa-miR-151a-3p 	Cluster4 - 1	0.005420579	0.096999526	0.055882529	0.955445419	C4
hsa-miR-151a-3p 	Cluster4 - 2	0.09618551	0.092107422	1.044275346	0.388496315	C4
hsa-miR-151a-3p 	Cluster4 - 3	-0.089710506	0.09587848	-0.935668838	0.388496315	C4
hsa-miR-151a-3p 	Cluster5 - 4	0.213302591	0.097000301	2.198988956	0.093612864	C4
hsa-miR-378a-3p 	Cluster4 - 1	-0.13833846	0.164365117	-0.841653406	0.78697811	C4
hsa-miR-378a-3p 	Cluster4 - 2	0.360966802	0.156075476	2.312770792	0.052292304	C4
hsa-miR-378a-3p 	Cluster4 - 3	-0.116840396	0.162465511	-0.719170455	0.78697811	C4
hsa-miR-378a-3p 	Cluster5 - 4	0.056321781	0.16436643	0.342659878	0.81324339	C4
hsa-miR-20a-5p 	Cluster4 - 1	0.141930338	0.300950538	0.471606858	0.81908855	C4
hsa-miR-20a-5p 	Cluster4 - 2	0.601908749	0.285772306	2.1062529	0.177029158	C4
hsa-miR-20a-5p 	Cluster4 - 3	-0.064800335	0.297472384	-0.217836473	0.919551617	C4
hsa-miR-20a-5p 	Cluster5 - 4	-0.13439722	0.300952943	-0.446572207	0.81908855	C4
hsa-miR-99b-5p 	Cluster4 - 1	-0.146965241	0.129495856	-1.134903041	0.427767157	C4
hsa-miR-99b-5p 	Cluster4 - 2	-0.2540128	0.122964823	-2.065735504	0.19542246	C4
hsa-miR-99b-5p 	Cluster4 - 3	0.023838416	0.127999243	0.186238728	0.944043906	C4
hsa-miR-99b-5p 	Cluster5 - 4	0.156220482	0.129496891	1.206364734	0.427767157	C4
hsa-miR-103a-3p 	Cluster4 - 1	0.12194691	0.199847256	0.610200571	0.846087372	C4
hsa-miR-103a-3p 	Cluster4 - 2	-0.10271984	0.189768099	-0.541291402	0.846087372	C4
hsa-miR-103a-3p 	Cluster4 - 3	-0.105824245	0.197537576	-0.535717036	0.846087372	C4
hsa-miR-103a-3p 	Cluster5 - 4	-0.08228639	0.199848853	-0.411743116	0.850758746	C4
hsa-miR-126-3p 	Cluster4 - 1	0.280767112	0.128343895	2.187615646	0.289050607	C4
hsa-miR-126-3p 	Cluster4 - 2	0.177045723	0.121870959	1.452731016	0.485610247	C4
hsa-miR-126-3p 	Cluster4 - 3	0.112951009	0.126860595	0.890355351	0.577564726	C4
hsa-miR-126-3p 	Cluster5 - 4	-0.229404779	0.12834492	-1.787408326	0.370717692	C4
hsa-miR-361-5p 	Cluster4 - 1	0.123565206	0.208599826	0.592355271	0.615258921	C4
hsa-miR-361-5p 	Cluster4 - 2	0.992527053	0.198079238	5.010757628	3.15E-06	C4
hsa-miR-361-5p 	Cluster4 - 3	-0.123887828	0.20618899	-0.600845994	0.615258921	C4
hsa-miR-361-5p 	Cluster5 - 4	-0.151950602	0.208601492	-0.728425287	0.615258921	C4
hsa-miR-199a-3pXhsa-miR-199b-3p 	Cluster4 - 1	-0.248323498	0.208240432	-1.192484555	0.388875787	C4
hsa-miR-199a-3pXhsa-miR-199b-3p 	Cluster4 - 2	0.473411379	0.19773797	2.394134923	0.05608112	C4
hsa-miR-199a-3pXhsa-miR-199b-3p 	Cluster4 - 3	-0.066068243	0.205833749	-0.320978668	0.748286815	C4
hsa-miR-199a-3pXhsa-miR-199b-3p 	Cluster5 - 4	-0.124888207	0.208242096	-0.59972604	0.609789889	C4
hsa-miR-144-5p 	Cluster4 - 1	-0.061474778	0.311399297	-0.197414635	0.894566981	C4
hsa-miR-144-5p 	Cluster4 - 2	0.292342925	0.295694089	0.988666787	0.866106875	C4
hsa-miR-144-5p 	Cluster4 - 3	0.252862112	0.307800384	0.821513309	0.866106875	C4
hsa-miR-144-5p 	Cluster5 - 4	-0.055716078	0.311401785	-0.178920226	0.894566981	C4
hsa-miR-500a-3p 	Cluster4 - 1	-0.141856384	0.152666865	-0.929189081	0.406985673	C4
hsa-miR-500a-3p 	Cluster4 - 2	0.428213604	0.144967218	2.95386509	0.008010457	C4
hsa-miR-500a-3p 	Cluster4 - 3	-0.280757499	0.150902459	-1.860523019	0.105125242	C4
hsa-miR-500a-3p 	Cluster5 - 4	0.313995593	0.152668085	2.056720585	0.079891579	C4
hsa-miR-423-3p 	Cluster4 - 1	0.187784476	0.124629314	1.50674404	0.388189236	C4
hsa-miR-423-3p 	Cluster4 - 2	0.323836241	0.118343721	2.73640409	0.063103174	C4
hsa-miR-423-3p 	Cluster4 - 3	0.240580247	0.123188944	1.952937002	0.255386995	C4
hsa-miR-423-3p 	Cluster5 - 4	-0.152109669	0.12463031	-1.220486966	0.433336056	C4
hsa-miR-484 	Cluster4 - 1	0.061624679	0.129211707	0.476927987	0.791883785	C4
hsa-miR-484 	Cluster4 - 2	-0.292695051	0.122695004	-2.385549867	0.043050278	C4
hsa-miR-484 	Cluster4 - 3	0.235372541	0.127718378	1.842902678	0.131218024	C4
hsa-miR-484 	Cluster5 - 4	-0.03302488	0.12921274	-0.255585327	0.827924184	C4
hsa-miR-126-5p 	Cluster4 - 1	0.052803139	0.179465545	0.294224383	0.921117085	C4
hsa-miR-126-5p 	Cluster4 - 2	0.467755459	0.170414324	2.744813037	0.030759812	C4
hsa-miR-126-5p 	Cluster4 - 3	-0.017570469	0.17739142	-0.099049146	0.921117085	C4
hsa-miR-126-5p 	Cluster5 - 4	-0.078586173	0.179466979	-0.43788653	0.921117085	C4
hsa-miR-221-3p 	Cluster4 - 1	-0.001072582	0.192505572	-0.005571695	0.995555452	C4
hsa-miR-221-3p 	Cluster4 - 2	0.541584699	0.182796687	2.962770869	0.009212702	C4
hsa-miR-221-3p 	Cluster4 - 3	-0.126630517	0.190280741	-0.665493086	0.811882382	C4
hsa-miR-221-3p 	Cluster5 - 4	0.016038024	0.19250711	0.083311334	0.995555452	C4
hsa-miR-93-5p 	Cluster4 - 1	0.021305805	0.299879319	0.071047931	0.943372372	C4
hsa-miR-93-5p 	Cluster4 - 2	0.875801799	0.284755113	3.075631508	0.010759064	C4
hsa-miR-93-5p 	Cluster4 - 3	-0.079690791	0.296413545	-0.268850031	0.875661019	C4
hsa-miR-93-5p 	Cluster5 - 4	-0.314064339	0.299881715	-1.047294059	0.482564997	C4
hsa-miR-30a-5p 	Cluster4 - 1	0.101184841	0.122013354	0.829293173	0.79503377	C4
hsa-miR-30a-5p 	Cluster4 - 2	0.082416077	0.115859695	0.71134381	0.79503377	C4
hsa-miR-30a-5p 	Cluster4 - 3	-0.116288183	0.120603217	-0.964221234	0.79503377	C4
hsa-miR-30a-5p 	Cluster5 - 4	-0.06448288	0.122014329	-0.528486124	0.853239052	C4
hsa-miR-342-3p 	Cluster4 - 1	-0.122240161	0.163950651	-0.745591192	0.651531188	C4
hsa-miR-342-3p 	Cluster4 - 2	0.133081371	0.155681913	0.854828725	0.651531188	C4
hsa-miR-342-3p 	Cluster4 - 3	-0.067725382	0.162055835	-0.417913873	0.823586694	C4
hsa-miR-342-3p 	Cluster5 - 4	-0.167707322	0.163951961	-1.022905256	0.613149837	C4
hsa-miR-183-5p 	Cluster4 - 1	-0.127581926	0.190172467	-0.670874851	0.628049313	C4
hsa-miR-183-5p 	Cluster4 - 2	0.050993309	0.180581251	0.282384292	0.789432753	C4
hsa-miR-183-5p 	Cluster4 - 3	-0.178717122	0.1879746	-0.950751439	0.523583544	C4
hsa-miR-183-5p 	Cluster5 - 4	0.351659792	0.190173987	1.849147708	0.323507535	C4
hsa-miR-450b-5p 	Cluster4 - 1	0.363504184	0.279872625	1.298820074	0.309650092	C4
hsa-miR-450b-5p 	Cluster4 - 2	0.77559161	0.265757443	2.918419141	0.029674207	C4
hsa-miR-450b-5p 	Cluster4 - 3	0.037674933	0.276638073	0.136188532	0.956307855	C4
hsa-miR-450b-5p 	Cluster5 - 4	-0.379117992	0.279874862	-1.354598231	0.309650092	C4
hsa-miR-125a-5p 	Cluster4 - 1	-0.032903972	0.104949759	-0.313521176	0.75394348	C4
hsa-miR-125a-5p 	Cluster4 - 2	-0.350892901	0.09965669	-3.521016998	0.002236469	C4
hsa-miR-125a-5p 	Cluster4 - 3	0.061947448	0.10373683	0.597159635	0.611691405	C4
hsa-miR-125a-5p 	Cluster5 - 4	0.104282443	0.104950597	0.993633627	0.527832634	C4
hsa-miR-148b-3p 	Cluster4 - 1	0.037049663	0.149378489	0.248025423	0.8643717	C4
hsa-miR-148b-3p 	Cluster4 - 2	0.21983308	0.141844688	1.549815386	0.404900388	C4
hsa-miR-148b-3p 	Cluster4 - 3	-0.074252187	0.147652087	-0.502886134	0.8643717	C4
hsa-miR-148b-3p 	Cluster5 - 4	0.048561227	0.149379682	0.325085888	0.8643717	C4
hsa-miR-151b 	Cluster4 - 1	-0.088481817	0.116671285	-0.758385554	0.554768294	C4
hsa-miR-151b 	Cluster4 - 2	0.231989332	0.11078705	2.09401129	0.121615797	C4
hsa-miR-151b 	Cluster4 - 3	0.077938216	0.115322888	0.675826087	0.554768294	C4
hsa-miR-151b 	Cluster5 - 4	0.123456593	0.116672217	1.058149028	0.41459586	C4
hsa-miR-629-5p 	Cluster4 - 1	-0.015740479	0.225402095	-0.069832885	0.944339217	C4
hsa-miR-629-5p 	Cluster4 - 2	-0.338190411	0.214034097	-1.580077267	0.438197763	C4
hsa-miR-629-5p 	Cluster4 - 3	0.227823231	0.222797071	1.02255936	0.438197763	C4
hsa-miR-629-5p 	Cluster5 - 4	0.075815383	0.225403896	0.336353472	0.881695774	C4
hsa-miR-589-5p 	Cluster4 - 1	0.27508968	0.219700089	1.252114556	0.609517764	C4
hsa-miR-589-5p 	Cluster4 - 2	0.380852424	0.208619668	1.825582549	0.609517764	C4
hsa-miR-589-5p 	Cluster4 - 3	0.135808322	0.217160965	0.625380912	0.744298729	C4
hsa-miR-589-5p 	Cluster5 - 4	-0.290075648	0.219701845	-1.320315031	0.609517764	C4
hsa-miR-221-5p 	Cluster4 - 1	0.083455195	0.19839414	0.420653528	0.868819966	C4
hsa-miR-221-5p 	Cluster4 - 2	0.778944463	0.188388269	4.1347822	0.000190996	C4
hsa-miR-221-5p 	Cluster4 - 3	-0.05429286	0.196101254	-0.276861362	0.868819966	C4
hsa-miR-221-5p 	Cluster5 - 4	-0.011283912	0.198395726	-0.056875784	0.954654353	C4
hsa-miR-30c-5p 	Cluster4 - 1	0.005867131	0.192991035	0.030401053	0.975752656	C4
hsa-miR-30c-5p 	Cluster4 - 2	0.21244971	0.183257666	1.159295079	0.576037152	C4
hsa-miR-30c-5p 	Cluster4 - 3	-0.179985486	0.190760593	-0.943515029	0.576037152	C4
hsa-miR-30c-5p 	Cluster5 - 4	-0.111855048	0.192992577	-0.579582125	0.656344588	C4
hsa-miR-28-3p 	Cluster4 - 1	-0.041909242	0.136656101	-0.306676698	0.911413432	C4
hsa-miR-28-3p 	Cluster4 - 2	0.220569739	0.129763945	1.699776765	0.223630824	C4
hsa-miR-28-3p 	Cluster4 - 3	-0.03835847	0.135076735	-0.2839754	0.911413432	C4
hsa-miR-28-3p 	Cluster5 - 4	0.073524774	0.136657193	0.53802345	0.911413432	C4
hsa-miR-340-5p 	Cluster4 - 1	0.270999246	0.279335487	0.970156885	0.553631791	C4
hsa-miR-340-5p 	Cluster4 - 2	0.871403202	0.265247395	3.28524697	0.010506929	C4
hsa-miR-340-5p 	Cluster4 - 3	0.168315704	0.276107143	0.609602862	0.710630988	C4
hsa-miR-340-5p 	Cluster5 - 4	-0.328713471	0.279337719	-1.17676006	0.479085783	C4
hsa-miR-7-5p 	Cluster4 - 1	0.038192462	0.305464927	0.125030597	0.9720157	C4
hsa-miR-7-5p 	Cluster4 - 2	0.769370833	0.290059015	2.652463098	0.037766665	C4
hsa-miR-7-5p 	Cluster4 - 3	-0.225368776	0.301934598	-0.746415872	0.650819804	C4
hsa-miR-7-5p 	Cluster5 - 4	-0.049104165	0.305467368	-0.160750935	0.9720157	C4
hsa-miR-15a-5p 	Cluster4 - 1	0.265749812	0.300737582	0.883660133	0.628450897	C4
hsa-miR-15a-5p 	Cluster4 - 2	0.373584235	0.285570091	1.308205051	0.628450897	C4
hsa-miR-15a-5p 	Cluster4 - 3	0.557110334	0.297261889	1.874139789	0.371201733	C4
hsa-miR-15a-5p 	Cluster5 - 4	-0.537365099	0.300739985	-1.786809618	0.371201733	C4
hsa-miR-425-5p 	Cluster4 - 1	0.403319249	0.272758187	1.478669635	0.232519291	C4
hsa-miR-425-5p 	Cluster4 - 2	0.827690713	0.259001817	3.195694615	0.014341685	C4
hsa-miR-425-5p 	Cluster4 - 3	0.101833527	0.269605858	0.37771259	0.784129034	C4
hsa-miR-425-5p 	Cluster5 - 4	-0.431407566	0.272760367	-1.581635817	0.232519291	C4
hsa-miR-107 	Cluster4 - 1	0.229942695	0.231418229	0.993623952	0.641243888	C4
hsa-miR-107 	Cluster4 - 2	-0.119713614	0.219746811	-0.544779758	0.821109984	C4
hsa-miR-107 	Cluster4 - 3	0.180878565	0.228743675	0.790747834	0.715432692	C4
hsa-miR-107 	Cluster5 - 4	-0.284388089	0.231420078	-1.228882525	0.548439025	C4
hsa-miR-19b-3p 	Cluster4 - 1	0.618438221	0.300570955	2.057544847	0.156322364	C4
hsa-miR-19b-3p 	Cluster4 - 2	0.931008222	0.285411868	3.261981464	0.011399474	C4
hsa-miR-19b-3p 	Cluster4 - 3	0.410055554	0.297097188	1.380206783	0.335600273	C4
hsa-miR-19b-3p 	Cluster5 - 4	-0.35162759	0.300573357	-1.169856149	0.403848853	C4
hsa-miR-15b-5p 	Cluster4 - 1	0.314481055	0.264807769	1.187582434	0.489839279	C4
hsa-miR-15b-5p 	Cluster4 - 2	0.612903755	0.251452373	2.43745465	0.149468305	C4
hsa-miR-15b-5p 	Cluster4 - 3	0.18274183	0.261747325	0.698161215	0.606527766	C4
hsa-miR-15b-5p 	Cluster5 - 4	-0.384874639	0.264809885	-1.45339982	0.487982221	C4
hsa-miR-150-5p 	Cluster4 - 1	0.228108246	0.199996291	1.140562384	0.635743606	C4
hsa-miR-150-5p 	Cluster4 - 2	-0.166043471	0.189909617	-0.874328927	0.764255537	C4
hsa-miR-150-5p 	Cluster4 - 3	-0.064484436	0.197684888	-0.326198108	0.867337144	C4
hsa-miR-150-5p 	Cluster5 - 4	0.055719447	0.199997889	0.278600176	0.867337144	C4
hsa-miR-425-3p 	Cluster4 - 1	0.19951021	0.273965898	0.728230089	0.583282413	C4
hsa-miR-425-3p 	Cluster4 - 2	1.124261796	0.260148618	4.321613563	8.44E-05	C4
hsa-miR-425-3p 	Cluster4 - 3	-0.414354885	0.270799611	-1.530116245	0.180388728	C4
hsa-miR-425-3p 	Cluster5 - 4	-0.047150446	0.273968087	-0.172101964	0.863388656	C4
hsa-miR-125b-5p 	Cluster4 - 1	-0.025520516	0.111094385	-0.229719222	0.818352166	C4
hsa-miR-125b-5p 	Cluster4 - 2	-0.459472119	0.105491417	-4.355540309	7.25E-05	C4
hsa-miR-125b-5p 	Cluster4 - 3	0.125404689	0.109810442	1.142010604	0.362421763	C4
hsa-miR-125b-5p 	Cluster5 - 4	0.102718131	0.111095273	0.924594974	0.444221301	C4
hsa-miR-15b-3p 	Cluster4 - 1	0.273339474	0.313322993	0.872388814	0.647045875	C4
hsa-miR-15b-3p 	Cluster4 - 2	0.793881098	0.297520765	2.668321651	0.048713491	C4
hsa-miR-15b-3p 	Cluster4 - 3	0.211942746	0.309701847	0.684344468	0.647045875	C4
hsa-miR-15b-3p 	Cluster5 - 4	-0.00781414	0.313325496	-0.024939369	0.980107796	C4
hsa-miR-652-3p 	Cluster4 - 1	0.169362306	0.261491891	0.647677084	0.739039143	C4
hsa-miR-652-3p 	Cluster4 - 2	0.519908872	0.248303729	2.093842385	0.121666065	C4
hsa-miR-652-3p 	Cluster4 - 3	-0.02699619	0.258469769	-0.104446218	0.959473031	C4
hsa-miR-652-3p 	Cluster5 - 4	0.013290779	0.261493981	0.050826328	0.959473031	C4
hsa-miR-199a-5p 	Cluster4 - 1	0.223023232	0.187441804	1.189826536	0.292960399	C4
hsa-miR-199a-5p 	Cluster4 - 2	0.558854581	0.177988306	3.139838754	0.008674613	C4
hsa-miR-199a-5p 	Cluster4 - 3	-0.223333975	0.185275496	-1.205415613	0.292960399	C4
hsa-miR-199a-5p 	Cluster5 - 4	-0.191133015	0.187443301	-1.019684426	0.342333045	C4
hsa-miR-576-3p 	Cluster4 - 1	-0.023122298	0.351311816	-0.065817024	0.947535322	C4
hsa-miR-576-3p 	Cluster4 - 2	0.167957742	0.333593648	0.503480036	0.768408051	C4
hsa-miR-576-3p 	Cluster4 - 3	0.498755855	0.347251624	1.436295238	0.755996774	C4
hsa-miR-576-3p 	Cluster5 - 4	-0.197728534	0.351314623	-0.562824661	0.768408051	C4
hsa-miR-584-5p 	Cluster4 - 1	-0.005252694	0.154948429	-0.033899625	0.97296327	C4
hsa-miR-584-5p 	Cluster4 - 2	-0.053506687	0.147133712	-0.363660277	0.830997061	C4
hsa-miR-584-5p 	Cluster4 - 3	0.296394382	0.153157654	1.93522409	0.133449055	C4
hsa-miR-584-5p 	Cluster5 - 4	0.114410834	0.154949667	0.738374182	0.815148101	C4
hsa-miR-335-5p 	Cluster4 - 1	0.335980692	0.275111683	1.221251995	0.317498928	C4
hsa-miR-335-5p 	Cluster4 - 2	-0.206629718	0.261236616	-0.790967672	0.476812631	C4
hsa-miR-335-5p 	Cluster4 - 3	0.770621256	0.271932154	2.833873244	0.023409207	C4
hsa-miR-335-5p 	Cluster5 - 4	-0.511647631	0.275113881	-1.859766683	0.126364441	C4
hsa-miR-106b-5p 	Cluster4 - 1	0.103572758	0.305670684	0.338837722	0.734795896	C4
hsa-miR-106b-5p 	Cluster4 - 2	1.121441063	0.290254395	3.863648865	0.001181549	C4
hsa-miR-106b-5p 	Cluster4 - 3	0.246522753	0.302137977	0.815927725	0.518395069	C4
hsa-miR-106b-5p 	Cluster5 - 4	-0.57335587	0.305673126	-1.875715662	0.128988405	C4
hsa-miR-222-3p 	Cluster4 - 1	0.294980138	0.179894159	1.639742728	0.260064692	C4
hsa-miR-222-3p 	Cluster4 - 2	0.22664743	0.170821321	1.326809953	0.328661259	C4
hsa-miR-222-3p 	Cluster4 - 3	-0.062497641	0.177815081	-0.351475481	0.812803744	C4
hsa-miR-222-3p 	Cluster5 - 4	-0.232128495	0.179895596	-1.290351181	0.328661259	C4
hsa-miR-223-5p 	Cluster4 - 1	-0.1779891	0.318964428	-0.558021785	0.641046369	C4
hsa-miR-223-5p 	Cluster4 - 2	1.133093107	0.302877679	3.741091493	0.00064189	C4
hsa-miR-223-5p 	Cluster4 - 3	-0.277112198	0.315278083	-0.878945327	0.474525793	C4
hsa-miR-223-5p 	Cluster5 - 4	-0.297333132	0.318966977	-0.932175283	0.474525793	C4
hsa-miR-152-3p 	Cluster4 - 1	0.072294254	0.187987041	0.384570411	0.995006762	C4
hsa-miR-152-3p 	Cluster4 - 2	0.21921207	0.178506045	1.228037238	0.995006762	C4
hsa-miR-152-3p 	Cluster4 - 3	0.046704187	0.185814432	0.251348544	0.995006762	C4
hsa-miR-152-3p 	Cluster5 - 4	-0.071096298	0.187988543	-0.378194848	0.995006762	C4
hsa-miR-98-5p 	Cluster4 - 1	0.144328312	0.270744617	0.533079154	0.729362508	C4
hsa-miR-98-5p 	Cluster4 - 2	0.824591181	0.2570898	3.207405275	0.013775576	C4
hsa-miR-98-5p 	Cluster4 - 3	0.119081524	0.26761556	0.44497235	0.729362508	C4
hsa-miR-98-5p 	Cluster5 - 4	-0.31826138	0.270746781	-1.175494606	0.480096573	C4
hsa-miR-532-5p 	Cluster4 - 1	0.215902332	0.302964208	0.712633132	0.844176506	C4
hsa-miR-532-5p 	Cluster4 - 2	0.652995403	0.287684418	2.269832367	0.234083668	C4
hsa-miR-532-5p 	Cluster4 - 3	0.198993996	0.299462781	0.664503267	0.844176506	C4
hsa-miR-532-5p 	Cluster5 - 4	-0.073980235	0.302966629	-0.244186084	0.89681301	C4
hsa-miR-450a-5p 	Cluster4 - 1	0.229402776	0.308483217	0.743647509	0.508051894	C4
hsa-miR-450a-5p 	Cluster4 - 2	1.171852441	0.29292508	4.000519321	0.000336897	C4
hsa-miR-450a-5p 	Cluster4 - 3	-0.273502272	0.304918006	-0.896969897	0.508051894	C4
hsa-miR-450a-5p 	Cluster5 - 4	-0.234809284	0.308485682	-0.761167527	0.508051894	C4
hsa-miR-17-5p 	Cluster4 - 1	0.286012836	0.331686442	0.862298846	0.485886047	C4
hsa-miR-17-5p 	Cluster4 - 2	0.922294788	0.314958066	2.92830979	0.017387512	C4
hsa-miR-17-5p 	Cluster4 - 3	-0.068566147	0.327853065	-0.209136817	0.834379704	C4
hsa-miR-17-5p 	Cluster5 - 4	-0.380319118	0.331689092	-1.146613281	0.41212426	C4
hsa-miR-374a-5p 	Cluster4 - 1	0.086845083	0.270207042	0.321401998	0.747966114	C4
hsa-miR-374a-5p 	Cluster4 - 2	0.752260151	0.256579337	2.931881262	0.017190343	C4
hsa-miR-374a-5p 	Cluster4 - 3	-0.30776334	0.267084197	-1.152308309	0.330591969	C4
hsa-miR-374a-5p 	Cluster5 - 4	-0.301673136	0.270209201	-1.116442871	0.330591969	C4
hsa-miR-338-5p 	Cluster4 - 1	0.386258393	0.278648302	1.386186063	0.726861427	C4
hsa-miR-338-5p 	Cluster4 - 2	0.394312827	0.264594868	1.490251225	0.726861427	C4
hsa-miR-338-5p 	Cluster4 - 3	0.167733758	0.2754279	0.608993346	0.775218753	C4
hsa-miR-338-5p 	Cluster5 - 4	-0.096916902	0.278650529	-0.347808066	0.889695487	C4
hsa-miR-30b-5p 	Cluster4 - 1	0.393126676	0.27781878	1.415047159	0.393335968	C4
hsa-miR-30b-5p 	Cluster4 - 2	0.616830533	0.263807183	2.338187029	0.195539217	C4
hsa-miR-30b-5p 	Cluster4 - 3	0.144557462	0.274607965	0.526413945	0.665228346	C4
hsa-miR-30b-5p 	Cluster5 - 4	-0.432615682	0.277821	-1.557174155	0.393335968	C4
hsa-miR-628-3p 	Cluster4 - 1	0.009791851	0.213107603	0.045947921	0.963360002	C4
hsa-miR-628-3p 	Cluster4 - 2	0.575856212	0.202359669	2.845706435	0.020672088	C4
hsa-miR-628-3p 	Cluster4 - 3	-0.269039471	0.21064467	-1.277219458	0.28827307	C4
hsa-miR-628-3p 	Cluster5 - 4	-0.082382044	0.213109306	-0.38657178	0.819999731	C4
hsa-miR-145-5p 	Cluster4 - 1	0.117315036	0.321056402	0.365403199	0.818416377	C4
hsa-miR-145-5p 	Cluster4 - 2	0.881061561	0.304864145	2.890013721	0.019635034	C4
hsa-miR-145-5p 	Cluster4 - 3	-0.260815203	0.317345879	-0.821864155	0.587614622	C4
hsa-miR-145-5p 	Cluster5 - 4	-0.108028908	0.321058967	-0.336476843	0.818416377	C4
hsa-miR-181b-5p 	Cluster4 - 1	0.157834613	0.272324125	0.579583658	0.937187848	C4
hsa-miR-181b-5p 	Cluster4 - 2	0.229009142	0.258589647	0.885608318	0.893826963	C4
hsa-miR-181b-5p 	Cluster4 - 3	-0.050738999	0.269176813	-0.188496914	0.945023886	C4
hsa-miR-181b-5p 	Cluster5 - 4	0.065618644	0.272326301	0.240955955	0.945023886	C4
hsa-miR-345-5p 	Cluster4 - 1	0.396023623	0.303925578	1.303028277	0.312292432	C4
hsa-miR-345-5p 	Cluster4 - 2	1.453187657	0.288597303	5.035347331	3.98E-06	C4
hsa-miR-345-5p 	Cluster4 - 3	0.010913263	0.300413041	0.036327529	0.988939735	C4
hsa-miR-345-5p 	Cluster5 - 4	-0.015155336	0.303928007	-0.049864887	0.988939735	C4
hsa-miR-941 	Cluster4 - 1	-0.203785321	0.273417559	-0.745326387	0.506924217	C4
hsa-miR-941 	Cluster4 - 2	1.11058829	0.259627934	4.277614786	6.84E-05	C4
hsa-miR-941 	Cluster4 - 3	-0.617480709	0.27025761	-2.284785652	0.037521509	C4
hsa-miR-941 	Cluster5 - 4	-0.011872534	0.273419744	-0.043422374	0.965372631	C4
hsa-miR-769-5p 	Cluster4 - 1	0.253008059	0.286077068	0.884405246	0.52837257	C4
hsa-miR-769-5p 	Cluster4 - 2	1.187386754	0.271648969	4.371033537	0.000111322	C4
hsa-miR-769-5p 	Cluster4 - 3	0.022034927	0.282770809	0.077925042	0.937901686	C4
hsa-miR-769-5p 	Cluster5 - 4	-0.404988728	0.286079354	-1.415651715	0.306422416	C4
hsa-miR-128-3p 	Cluster4 - 1	0.141665045	0.217116823	0.652483041	0.747688209	C4
hsa-miR-128-3p 	Cluster4 - 2	0.319533963	0.206166687	1.549881642	0.747688209	C4
hsa-miR-128-3p 	Cluster4 - 3	0.032290625	0.214607554	0.150463601	0.891560478	C4
hsa-miR-128-3p 	Cluster5 - 4	-0.171805795	0.217118558	-0.791299445	0.747688209	C4
hsa-miR-151a-5p 	Cluster4 - 1	-0.020208365	0.121066529	-0.166919508	0.963848559	C4
hsa-miR-151a-5p 	Cluster4 - 2	0.273404338	0.114960623	2.378243361	0.043908406	C4
hsa-miR-151a-5p 	Cluster4 - 3	-0.102140646	0.119667335	-0.853538229	0.644558805	C4
hsa-miR-151a-5p 	Cluster5 - 4	0.100356427	0.121067497	0.828929562	0.644558805	C4
hsa-miR-199b-5p 	Cluster4 - 1	0.272792211	0.31677006	0.861167913	0.440556059	C4
hsa-miR-199b-5p 	Cluster4 - 2	0.707274058	0.300793981	2.35135708	0.078243347	C4
hsa-miR-199b-5p 	Cluster4 - 3	-0.418799569	0.313109075	-1.337551678	0.259022684	C4
hsa-miR-199b-5p 	Cluster5 - 4	-0.268691359	0.316772591	-0.848215302	0.440556059	C4
hsa-miR-3615 	Cluster4 - 1	-0.086931171	0.289323609	-0.300463454	0.845251724	C4
hsa-miR-3615 	Cluster4 - 2	0.490595603	0.274731773	1.785725751	0.253943033	C4
hsa-miR-3615 	Cluster4 - 3	0.062996852	0.28597983	0.22028425	0.845251724	C4
hsa-miR-3615 	Cluster5 - 4	-0.435867963	0.289325921	-1.506494687	0.264447965	C4
hsa-miR-744-5p 	Cluster4 - 1	0.029639173	0.233171519	0.127113179	0.952063687	C4
hsa-miR-744-5p 	Cluster4 - 2	0.512235155	0.221411675	2.313496589	0.082110158	C4
hsa-miR-744-5p 	Cluster4 - 3	0.015525531	0.230476702	0.067362692	0.952063687	C4
hsa-miR-744-5p 	Cluster5 - 4	0.052498072	0.233173382	0.225146078	0.952063687	C4
hsa-miR-548e-3p 	Cluster4 - 1	0.24354905	0.300455319	0.810599896	0.596812521	C4
